age,education,black,hispanic,married,nodegree,re74,re75,re78
17,11,0,0,0,1,2662.64404296875,2973.72607421875,0
53,6,0,1,1,1,13789.3203125,12226.1103515625,13549.26953125
31,16,1,0,0,0,12112.1904296875,16544.369140625,25564.669921875
25,18,0,1,0,0,8887.234375,18098.369140625,11521.830078125
45,16,0,0,1,0,7837.06689453125,4427.4677734375,19235.5703125
51,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
28,16,0,1,0,0,16150.240234375,16968.6796875,23339.2109375
28,16,0,1,0,0,25862.3203125,25243.55078125,25564.669921875
28,17,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
52,5,0,0,1,1,9717.962890625,0,3259.864990234375
36,16,0,0,0,0,25862.3203125,5195.51611328125,4606.07421875
27,13,0,0,1,0,14845.3603515625,20624.51953125,685.66510009765625
37,13,0,0,1,0,25860.359375,22234.01953125,25564.669921875
51,11,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
51,12,0,0,1,0,15734.8701171875,25243.55078125,25564.669921875
32,12,0,0,1,0,21900.6796875,25243.55078125,25564.669921875
36,14,0,0,1,0,25862.3203125,25016.1796875,22507.25
32,12,0,0,0,0,18407.310546875,17788.650390625,20089.689453125
35,17,0,0,1,0,21812.51953125,20937.8203125,3750.469970703125
49,17,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
47,8,0,0,1,1,17225.869140625,24493.400390625,24531.740234375
32,9,0,0,1,1,15466.4501953125,14036.1298828125,14280.75
21,9,0,0,1,1,6741.8369140625,3405.194091796875,4365.2041015625
44,14,0,0,1,0,0,0,0
20,12,0,0,1,0,23309.400390625,22456.01953125,25564.669921875
21,14,0,0,0,0,5213.60888671875,213.04840087890625,5560.68505859375
33,14,0,0,1,0,14518.169921875,25243.55078125,25564.669921875
28,13,0,0,1,0,25862.3203125,21369.2890625,19655.240234375
54,8,0,0,1,1,20486.08984375,14136.3896484375,23899.26953125
35,16,0,0,1,0,436.91650390625,2329.2099609375,25564.669921875
26,16,1,0,1,0,18955.91015625,17913.970703125,21427.0390625
28,12,0,0,1,0,23311.359375,21000.48046875,0
26,12,0,0,1,0,6567.4619140625,13833.8203125,19949.310546875
50,12,0,0,1,0,14093.009765625,9703.5478515625,20199.0390625
28,12,0,0,1,0,19191.01953125,20977.2109375,25564.669921875
37,10,0,0,0,1,25862.3203125,25243.55078125,25564.669921875
16,9,0,0,0,1,0,0,1384.6300048828125
45,8,0,0,1,1,14719.9697265625,14632.3095703125,15239.7900390625
50,10,0,0,1,1,11837.8896484375,11511.76953125,23614.0703125
34,8,0,0,1,1,13015.41015625,12935.080078125,25564.669921875
47,8,0,0,1,1,20633.0390625,22678.01953125,25564.669921875
41,9,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
46,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
24,16,0,0,1,0,12766.580078125,25128.970703125,25564.669921875
28,12,0,0,1,0,13609.0703125,11134.01953125,65.01997375488281
32,16,0,0,0,0,23767.869140625,25064.51953125,24081.029296875
41,12,0,0,1,0,6063.93115234375,22552.689453125,14149.23046875
26,16,0,0,1,0,14998.1904296875,20919.919921875,18996.1796875
28,14,0,0,1,0,15296,14220.5302734375,12771.990234375
48,10,0,0,1,1,8113.32421875,1648.886962890625,3738.64794921875
22,14,0,0,1,0,6326.47314453125,10790.26953125,15786.5498046875
53,12,0,0,1,0,25862.3203125,25243.55078125,0
37,12,0,0,1,0,21508.830078125,18957.73046875,19470.529296875
35,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
35,11,0,0,1,1,19594.630859375,17738.51953125,17796.259765625
32,13,0,0,0,0,25862.3203125,25241.759765625,25564.669921875
46,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
49,6,0,0,1,1,0,0,0
28,8,0,0,1,1,0,0,0
40,9,0,0,1,1,24173.4296875,25243.55078125,25564.669921875
42,18,1,0,1,0,25862.3203125,25243.55078125,22730.390625
36,12,0,0,1,0,12355.1396484375,9673.11328125,0
25,16,0,0,1,0,4629.7470703125,21333.48046875,25564.669921875
38,12,0,0,1,0,0,0,0
28,16,0,0,1,0,22390.5,19140.33984375,19316.83984375
35,18,0,1,1,0,25862.3203125,25243.55078125,25564.669921875
19,12,0,0,1,0,1118.740966796875,655.25811767578125,25419.849609375
42,12,0,0,1,0,18323.060546875,17896.060546875,21628.009765625
19,9,0,0,0,1,6980.8681640625,11168.0302734375,10484.4697265625
47,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
20,10,0,0,1,1,4919.71923828125,13235.849609375,8003.3671875
48,14,0,0,1,0,23266.2890625,23150.66015625,4586.86279296875
54,8,0,0,1,1,15303.830078125,12990.580078125,13018.76953125
17,10,0,0,0,1,3636.39892578125,6223.1611328125,9828.359375
21,12,0,0,1,0,9612.1630859375,12777.5302734375,16865.2890625
49,4,0,0,1,1,9206.5947265625,13948.400390625,20462.080078125
40,12,0,0,1,0,8397.41796875,14494.4501953125,13024.6796875
18,12,0,0,0,0,1451.8170166015625,11893.1103515625,21437.380859375
18,9,0,0,0,1,1206.907958984375,1994.4189453125,10360.33984375
41,12,0,0,1,0,125.39309692382812,0,0
24,12,0,0,1,0,0,0,0
53,7,0,0,1,1,7364.8837890625,9597.9189453125,257.1243896484375
30,13,0,0,0,0,25613.490234375,25243.55078125,24428.30078125
34,12,0,0,0,0,15019.740234375,20986.16015625,25564.669921875
45,16,0,0,1,0,0,0,0
51,15,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
37,16,0,0,1,0,9330.029296875,0,12508.9599609375
32,14,0,0,0,0,23560.1796875,23757.580078125,23789.919921875
41,10,0,0,1,1,25862.3203125,24602.609375,0
23,12,0,0,1,0,25631.130859375,25243.55078125,25564.669921875
29,13,0,0,1,0,0,0,0
23,12,0,0,1,0,16334.41015625,15937.4501953125,25564.669921875
38,16,0,0,0,0,25862.3203125,15087.0498046875,22878.16015625
26,18,0,0,1,0,4181.0751953125,25243.55078125,25564.669921875
23,15,0,0,0,0,12558.900390625,12913.599609375,8189.56103515625
32,16,0,0,1,0,0,0,0
55,14,0,0,1,0,25862.3203125,25243.55078125,3151.990966796875
46,16,0,0,1,0,869.91448974609375,25243.55078125,25564.669921875
33,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
26,16,0,0,1,0,4235.93505859375,0,0
27,12,1,0,1,0,3277.85302734375,1482.386962890625,2389.48388671875
32,12,1,0,1,0,25862.3203125,23685.970703125,25564.669921875
31,12,0,0,1,0,10358.6396484375,11694.3896484375,15505.7802734375
24,12,0,0,1,0,15182.3603515625,25243.55078125,25564.669921875
55,8,0,0,1,1,11175.66015625,10487.7099609375,9349.576171875
18,12,0,0,0,0,0,0,0
29,12,0,0,0,0,1516.4730224609375,6627.77392578125,5848.841796875
26,12,0,0,0,0,10693.6796875,12718.4501953125,8931.37890625
22,12,0,0,0,0,13556.169921875,12568.0595703125,13407.41015625
32,16,0,0,1,0,9373.1318359375,8405.5654296875,22303.330078125
25,12,0,0,1,0,19810.150390625,22207.16015625,2212.156982421875
40,9,0,0,0,1,3949.882080078125,0,4220.38720703125
16,7,0,0,0,1,658.3135986328125,479.8064880371094,6210.884765625
47,9,1,0,0,1,10025.5703125,10450.1103515625,11560.25
20,14,1,0,0,0,4872.69677734375,4144.59716796875,15579.669921875
33,13,0,0,1,0,18513.109375,17038.5,20419.23046875
40,12,0,0,1,0,11706.6201171875,25243.55078125,11638.5703125
16,8,0,0,0,1,0,0,9667.287109375
30,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
21,12,1,0,0,0,12398.240234375,13567.0595703125,22529.419921875
18,8,1,0,0,1,0,320.46771240234375,598.47930908203125
46,11,0,0,0,1,19961.009765625,23159.609375,21595.5
52,12,0,0,1,0,15672.1796875,17262.2890625,18356.3203125
20,11,0,1,0,1,5462.43603515625,5172.2421875,4594.251953125
26,12,1,0,0,0,12200.349609375,10869.0498046875,11411
21,12,1,0,0,0,8714.8193359375,6957.19384765625,14645.75
30,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
35,18,0,0,0,0,18877.5390625,19774.109375,21186.169921875
48,7,0,0,1,1,23636.58984375,23190.05078125,25564.669921875
19,12,0,0,0,0,7494.19580078125,11176.98046875,14792.0400390625
20,12,0,0,1,0,15787.76953125,24056.560546875,25564.669921875
53,11,0,0,1,1,14784.6298828125,17503.98046875,9476.6611328125
41,9,0,1,1,1,11107.080078125,12507.1904296875,25564.669921875
38,8,0,1,1,1,1052.1259765625,4148.1767578125,23231.33984375
42,5,0,1,1,1,6393.087890625,10525.3095703125,11526.26953125
19,8,0,1,0,1,2823.302978515625,3227.951904296875,338.3994140625
16,8,0,1,0,1,0,843.24188232421875,2269.7880859375
28,11,0,1,1,1,18736.470703125,1647.0970458984375,22041.76953125
44,1,0,1,1,1,9482.8505859375,2629.98388671875,619.16741943359375
52,0,0,1,1,1,773.910400390625,2506.451904296875,0
30,16,0,0,1,0,13119.25,16035.919921875,17584.94921875
23,16,0,0,0,0,1969.06298828125,8473.5966796875,11044.5302734375
53,12,0,0,1,0,25862.3203125,25243.55078125,23646.580078125
55,7,0,0,1,1,13262.2802734375,12963.73046875,12302.0703125
41,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
41,12,0,0,1,0,18765.859375,18952.349609375,11121.3701171875
34,14,0,0,1,0,8513.013671875,20388.189453125,25564.669921875
26,10,0,0,1,1,20060.9296875,25243.55078125,25564.669921875
21,12,0,0,1,0,6624.28076171875,14524.8896484375,25564.669921875
25,12,0,0,1,0,13765.8095703125,21134.759765625,25564.669921875
26,12,0,0,1,0,0,0,0
36,9,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
23,8,0,0,1,1,17995.869140625,25243.55078125,18750.869140625
31,12,0,0,0,0,0,0,0
33,17,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
52,1,1,0,1,1,13918.6298828125,14922.33984375,2355.49609375
25,14,0,0,1,0,4996.1298828125,3913.64501953125,4180.48779296875
35,10,0,0,1,1,4964.7822265625,1086.7259521484375,1745.1949462890625
19,13,0,0,1,0,0,6126.48388671875,11780.4404296875
24,13,0,0,1,0,14974.6796875,13993.16015625,3324.885009765625
54,12,0,0,1,0,0,0,0
31,12,0,0,1,0,2411.85693359375,1258.5970458984375,1513.1920166015625
44,14,0,0,1,0,0,0,0
48,6,0,0,0,1,4406.39111328125,4388.0810546875,6355.7021484375
40,10,0,0,1,1,20017.830078125,20339.849609375,22205.80078125
18,11,0,0,0,1,769.99188232421875,4355.85498046875,10202.2197265625
16,9,0,0,0,1,0,0,8968.3232421875
44,11,1,0,1,1,14618.08984375,18282.76953125,14925.0400390625
29,12,0,0,1,0,7731.26708984375,20096.369140625,20271.44921875
29,12,0,0,0,0,21203.189453125,20726.560546875,25564.669921875
55,8,0,0,0,1,25862.3203125,23369.080078125,25564.669921875
37,8,0,0,1,1,14631.7998046875,14874,19387.76953125
32,15,0,0,1,0,22966.529296875,24731.51953125,25564.669921875
41,8,0,0,1,1,15732.91015625,12419.4697265625,14828.990234375
28,12,0,0,1,0,15215.669921875,15153.2900390625,16207.7099609375
22,12,0,0,1,0,7478.52099609375,6271.5,14750.669921875
29,12,0,1,1,0,20586.01953125,19829.609375,21942.759765625
29,12,0,0,1,0,1681.051025390625,6015.48388671875,121.17359924316406
44,7,0,0,1,1,18291.7109375,16979.419921875,21713.7109375
53,14,0,0,1,0,0,16139.759765625,0
31,17,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
31,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
35,15,0,0,1,0,3642.277099609375,0,2874.177978515625
34,14,0,0,0,0,0,0,0
40,18,0,0,0,0,22664.80078125,14736.150390625,12472.009765625
30,12,0,0,1,0,0,0,24502.1796875
52,6,0,1,0,1,16594.990234375,17990.94921875,16951
51,7,0,0,1,1,3136.785888671875,0,25564.669921875
22,8,0,0,1,1,6012.990234375,3063.241943359375,4928.2177734375
31,11,0,0,1,1,9412.318359375,6745.93505859375,18836.580078125
54,16,0,0,1,0,3364.06103515625,0,0
29,18,0,0,0,0,0,0,18484.880859375
53,2,1,0,1,1,6250.06103515625,775.209716796875,0
31,5,0,0,1,1,19627.9296875,18665.900390625,3125.39208984375
48,11,0,0,1,1,6246.14306640625,10580.8095703125,11648.919921875
31,12,0,0,1,0,15966.0703125,6087.09716796875,7694.52197265625
37,11,0,1,0,1,615.20977783203125,4713.9189453125,0
31,4,0,1,0,1,0,0,1161.4930419921875
29,10,0,1,0,1,3732.403076171875,1323.0479736328125,6694.10107421875
26,9,0,1,0,1,1563.4949951171875,0,2862.35595703125
19,12,0,1,0,0,0,0,18573.55078125
37,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
24,15,0,0,0,0,14141.990234375,15545.3701171875,0
23,16,0,0,0,0,5764.1630859375,3417.72607421875,11641.5302734375
21,13,0,0,0,0,1058.0040283203125,3229.741943359375,4461.2568359375
21,16,0,0,0,0,14655.3203125,16490.66015625,8287.0908203125
50,12,0,0,0,0,16003.2900390625,17045.66015625,20172.44921875
20,14,0,0,0,0,8148.5908203125,15516.73046875,13624.6396484375
52,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
26,12,0,0,1,0,10540.8603515625,10312.259765625,12293.2099609375
55,9,0,0,1,1,19138.119140625,20309.419921875,20936.4296875
35,10,0,0,1,1,8420.9287109375,11458.0595703125,15956.490234375
28,12,0,0,1,0,19032.3203125,18818.080078125,21063.509765625
34,12,0,0,1,0,10152.919921875,13119.48046875,15674.25
28,12,0,0,1,0,22517.849609375,20912.759765625,25564.669921875
33,10,0,0,0,1,0,599.75811767578125,8789.517578125
38,14,0,0,1,0,25778.0703125,24677.810546875,25564.669921875
24,12,0,0,0,0,8452.27734375,8072.56494140625,7416.7099609375
39,12,0,0,1,0,18977.4609375,18261.2890625,20581.779296875
26,9,0,0,0,1,4106.623046875,472.64520263671875,8168.873046875
21,12,0,0,0,0,9665.0634765625,4110.5810546875,1687.56396484375
24,12,0,0,1,0,11116.8798828125,802.06451416015625,14839.330078125
22,8,0,0,0,1,2251.197998046875,5199.09716796875,4362.2490234375
19,12,1,0,0,0,1007.06298828125,3197.51611328125,13481.2998046875
23,12,0,0,1,0,13548.330078125,13065.76953125,13268.509765625
24,10,0,0,1,1,6575.298828125,18712.44921875,2410.172119140625
29,16,0,0,1,0,5002.0078125,2834.0810546875,0
30,11,1,0,1,1,0,3270.9189453125,0
54,7,1,0,1,1,8034.953125,15770.9501953125,0
24,12,0,0,1,0,25329.400390625,25243.55078125,24038.1796875
35,14,0,0,1,0,12504.0400390625,14353.01953125,17611.55078125
29,12,0,0,1,0,19800.349609375,21584.130859375,7582.21484375
22,12,0,0,0,0,5634.85107421875,5517.77392578125,15199.900390625
22,12,1,0,0,0,3403.24609375,196.9355010986328,7028.06787109375
34,5,0,0,1,1,13019.330078125,13160.66015625,7647.23486328125
41,6,0,0,1,1,17586.380859375,15846.150390625,16201.7900390625
27,12,0,0,0,0,17059.33984375,17226.48046875,17985.41015625
41,12,1,0,0,0,13323.009765625,13158.8701171875,13132.5595703125
21,12,0,0,1,0,9451.5029296875,4380.9189453125,5322.77099609375
17,10,0,0,0,1,0,182.61289978027344,6423.6767578125
43,12,0,0,1,0,14665.1103515625,16240.01953125,12133.6103515625
23,14,0,0,0,0,1103.0670166015625,1786.741943359375,8626.9677734375
32,16,0,0,1,0,19575.029296875,21102.529296875,21041.349609375
41,13,0,0,0,0,1022.7369995117188,5931.3388671875,0
29,12,0,0,1,0,18281.919921875,17656.16015625,19559.189453125
38,12,0,0,1,0,25358.7890625,25243.55078125,18997.650390625
46,6,0,0,1,1,16334.41015625,9716.0810546875,12503.0400390625
18,10,0,0,0,1,1291.156982421875,1693.64501953125,12596.1396484375
20,9,0,0,1,1,7360.96484375,5530.30615234375,17264.279296875
53,6,0,0,1,1,5636.81103515625,7535.4677734375,6326.14697265625
16,8,0,0,0,1,0,0,0
29,16,0,0,0,0,14145.91015625,13463.23046875,25564.669921875
50,8,0,0,1,1,21542.140625,19638.05078125,17302.69921875
40,3,0,0,1,1,0,0,0
45,12,0,0,1,0,25401.890625,19614.76953125,21995.9609375
35,6,0,0,1,1,9002.8310546875,3258.386962890625,4285.4072265625
24,10,0,0,1,1,3669.70703125,3813.386962890625,13858.1201171875
44,8,0,0,1,1,18742.349609375,22525.83984375,23040.7109375
33,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
32,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
30,16,0,0,1,0,13746.2197265625,15873,25564.669921875
30,12,0,0,1,0,11303.009765625,4456.11279296875,3153.468994140625
31,18,0,0,1,0,0,3560.951904296875,15392
19,11,0,0,0,1,9081.2021484375,9943.4521484375,0
25,12,0,0,1,0,5049.03076171875,9250.5966796875,25564.669921875
33,10,1,0,1,1,21069.9609375,20973.630859375,22182.150390625
25,12,0,1,0,0,15331.259765625,17077.890625,13518.240234375
45,8,0,0,1,1,23540.58984375,21197.419921875,4017.93896484375
30,12,0,0,1,0,22461.029296875,21630.6796875,13104.48046875
20,11,0,0,0,1,16185.5,13776.5302734375,15068.3798828125
16,9,0,0,0,1,0,293.6129150390625,1799.8709716796875
24,5,0,0,1,1,10918.990234375,11975.4697265625,18942.98046875
24,11,1,0,1,1,2997.677978515625,7956.19384765625,16528.369140625
30,7,0,0,0,1,15280.3203125,16832.609375,25564.669921875
21,14,0,0,0,0,107.75969696044922,293.6129150390625,7698.955078125
25,15,0,0,0,0,10644.7001953125,11089.259765625,1492.5040283203125
35,15,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
21,14,0,0,1,0,14962.919921875,25243.55078125,25564.669921875
51,13,0,0,1,0,14569.1103515625,20171.560546875,21664.94921875
19,12,1,0,0,0,3285.68994140625,8436,7693.044921875
37,12,1,0,1,0,20586.01953125,22901.810546875,25564.669921875
44,12,1,0,1,0,13434.6904296875,12100.7900390625,14520.1396484375
44,12,0,0,1,0,23487.689453125,22561.650390625,25564.669921875
19,12,0,0,0,0,1175.56005859375,0,10562.7900390625
33,12,0,0,1,0,17876.349609375,19652.369140625,66.4977035522461
31,12,0,0,1,0,11585.1396484375,7109.37109375,6110.39892578125
34,12,0,0,1,0,23417.16015625,22563.439453125,25564.669921875
37,12,0,0,1,0,20143.220703125,20377.44921875,23911.08984375
48,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
41,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
29,17,0,0,1,0,19557.400390625,21317.369140625,25564.669921875
37,15,0,0,0,0,6283.369140625,1199.5159912109375,0
42,12,0,0,1,0,20907.33984375,16617.76953125,20598.029296875
18,12,0,0,0,0,4167.35986328125,9180.7744140625,13617.25
26,12,0,0,0,0,0,0,0
20,11,0,0,1,1,12368.849609375,21709.44921875,23689.4296875
35,7,0,0,1,1,5983.60107421875,5992.2099609375,8795.4287109375
26,16,0,0,0,0,3669.70703125,4373.7578125,0
25,16,0,0,1,0,10004.01953125,7934.7099609375,22962.390625
31,18,0,0,1,0,16007.2099609375,17179.939453125,0
50,11,0,0,0,1,3283.73095703125,0,0
49,12,0,0,1,0,20944.560546875,19290.73046875,20001.029296875
19,12,0,0,0,0,6865.27099609375,9565.6943359375,10902.669921875
18,10,0,0,0,1,2864.447998046875,1858.35498046875,11477.5
54,5,1,0,1,1,0,0,701.92010498046875
16,10,1,0,0,1,313.4826965332031,811.01611328125,0
47,6,0,0,1,1,25862.3203125,25243.55078125,0
29,14,0,0,0,0,13505.23046875,6400.40283203125,8798.3837890625
30,12,0,0,1,0,14110.6396484375,15314.419921875,14763.9697265625
35,12,0,0,1,0,23571.939453125,20841.150390625,24618.919921875
22,10,0,0,1,1,14253.669921875,13162.4501953125,18122.83984375
25,12,1,0,1,0,4347.61279296875,205.88710021972656,20305.439453125
24,10,0,0,1,1,4778.65185546875,3902.903076171875,5987.748046875
48,11,0,0,1,1,14896.3095703125,11470.599609375,19451.310546875
30,5,0,1,1,1,16930.01953125,11361.3896484375,16207.7099609375
45,5,1,0,1,1,13060.4697265625,14648.419921875,17219.94921875
25,9,0,1,0,1,5460.47705078125,10589.759765625,7539.36083984375
32,12,0,0,1,0,25862.3203125,8811.9677734375,20881.75
37,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
39,14,0,0,1,0,20825.05078125,16716.240234375,18502.609375
24,11,1,0,0,1,9026.341796875,0,3437.19189453125
18,11,1,0,0,1,2821.343994140625,136.0644989013672,4737.5908203125
32,16,0,0,1,0,7690.1220703125,8235.484375,4436.134765625
25,15,0,0,1,0,9277.1279296875,9001.7421875,25564.669921875
50,10,0,0,1,1,0,0,0
27,14,0,0,1,0,15194.1103515625,16542.580078125,19418.80078125
29,9,0,0,1,1,25862.3203125,25243.55078125,24577.55078125
48,6,0,0,1,1,5015.72314453125,7084.30615234375,13850.73046875
53,8,0,0,1,1,0,0,0
33,2,1,0,1,1,0,0,1324.04296875
22,0,0,0,0,1,16873.2109375,9236.2744140625,16216.5703125
48,12,0,0,1,0,23638.55078125,25243.55078125,24375.099609375
23,15,0,0,0,0,5811.18505859375,9506.61328125,14481.7197265625
54,12,0,0,0,0,11267.740234375,13337.900390625,10341.1298828125
20,12,1,0,0,0,0,0,11594.240234375
25,12,1,0,1,0,14187.0498046875,8702.7578125,11103.6396484375
54,2,1,0,1,1,10558.490234375,11239.650390625,6227.14013671875
51,0,1,0,1,1,0,0,0
39,16,1,0,1,0,25862.3203125,25243.55078125,25564.669921875
26,16,0,0,0,0,16773.279296875,18141.33984375,25564.669921875
29,12,0,0,0,0,0,0,12426.2001953125
27,7,0,0,0,1,5864.0859375,3689.85498046875,12149.8701171875
41,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
38,11,0,0,1,1,10799.48046875,6792.48388671875,5172.04296875
40,12,0,0,1,0,24808.240234375,25243.55078125,25564.669921875
27,12,0,0,1,0,15331.259765625,7345.69384765625,18405.080078125
41,13,0,0,1,0,13597.3095703125,13031.759765625,12922.7197265625
16,10,0,0,0,1,0,0,19882.810546875
37,14,1,0,0,0,20160.859375,19475.130859375,19257.73046875
27,12,1,0,1,0,11743.849609375,12367.5498046875,13179.83984375
31,16,0,0,1,0,17267.01953125,25243.55078125,13617.25
38,12,0,0,1,0,21064.080078125,20499.189453125,25198.189453125
52,11,1,0,1,1,14851.240234375,13466.8095703125,14755.099609375
27,16,0,0,0,0,18916.720703125,15989.3701171875,25518.859375
42,15,0,1,1,0,25470.470703125,14320.7900390625,7375.3330078125
28,16,0,0,1,0,24667.169921875,25243.55078125,25564.669921875
49,9,0,0,1,1,17513.890625,22599.240234375,19390.73046875
22,14,0,0,1,0,10721.1103515625,12091.83984375,19294.6796875
26,13,0,0,0,0,1659.4990234375,12668.3203125,16398.330078125
35,12,0,0,0,0,17472.740234375,3319.258056640625,8145.22900390625
37,8,0,0,1,1,25862.3203125,24543.529296875,5318.337890625
20,11,0,0,0,1,1394.998046875,1804.64501953125,10391.3701171875
42,9,0,0,1,1,13791.2802734375,13137.3896484375,15983.08984375
17,9,0,0,0,1,1146.1710205078125,4520.56494140625,11904.5703125
39,8,0,0,1,1,10676.0400390625,9381.2900390625,12913.849609375
42,12,0,0,1,0,14700.3798828125,13375.5,19248.869140625
30,12,0,0,1,0,2911.469970703125,6540.0478515625,8075.77587890625
34,11,0,0,1,1,0,9680.2744140625,14093.080078125
47,8,0,0,1,1,11706.6201171875,13293.150390625,12384.830078125
23,11,0,1,0,1,5319.4091796875,3716.7099609375,13961.5595703125
33,12,0,1,1,0,11179.580078125,8113.7421875,5510.44189453125
36,7,0,1,1,1,14136.1103515625,14981.419921875,17978.01953125
31,18,0,0,1,0,8183.85693359375,11515.349609375,10508.1103515625
34,8,0,1,1,1,17547.189453125,17643.630859375,13748.76953125
29,15,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
33,8,0,0,1,1,12398.240234375,11151.919921875,0
24,12,0,0,1,0,5123.48291015625,375.96771240234375,12039.0400390625
19,3,0,0,1,1,0,537.0968017578125,0
34,8,0,0,1,1,6410.72119140625,12671.900390625,13772.41015625
40,8,0,0,1,1,13728.580078125,15719.0302734375,13973.3798828125
39,9,0,0,1,1,18330.900390625,16750.259765625,22742.2109375
29,16,0,0,1,0,7106.26123046875,5277.87109375,4430.22412109375
37,8,0,0,1,1,20554.669921875,17829.8203125,4677.0048828125
16,10,0,0,0,1,0,4132.06494140625,6301.02587890625
35,13,0,0,0,0,3683.422119140625,13323.580078125,9719.0078125
33,12,0,0,1,0,4855.06298828125,7386.87109375,6160.64208984375
54,5,1,0,1,1,0,0,0
41,12,0,0,1,0,23542.55078125,22212.529296875,21740.310546875
55,11,0,0,1,1,3107.39697265625,2608.5,3070.716064453125
30,12,0,0,1,0,5803.34814453125,9635.515625,20562.5703125
33,12,0,0,1,0,14332.0400390625,11384.66015625,23136.759765625
51,8,0,0,1,1,20221.58984375,14548.16015625,6921.6708984375
55,4,1,0,0,1,0,0,0
19,11,1,0,0,1,0,0,16485.51953125
18,11,1,0,0,1,0,0,7146.2861328125
43,9,1,0,1,1,11103.16015625,11728.400390625,13043.8896484375
23,8,1,0,1,1,873.8330078125,893.3709716796875,3372.172119140625
37,12,0,1,1,0,4808.041015625,3403.403076171875,0
53,5,0,1,1,1,19541.73046875,24287.51953125,23875.630859375
17,9,0,1,0,1,0,0,7808.30712890625
25,13,0,0,0,0,12200.349609375,15237.4404296875,15799.849609375
18,12,0,0,1,0,1688.887939453125,82.35484313964844,0
54,11,0,1,1,1,0,6686.85498046875,8145.22900390625
40,13,0,0,1,0,22443.400390625,20440.109375,25564.669921875
26,12,0,0,1,0,12190.5595703125,13019.23046875,25564.669921875
30,10,0,0,1,1,15691.76953125,15255.33984375,0
26,14,0,0,1,0,1171.6419677734375,7481.7578125,16130.8603515625
20,12,0,0,1,0,9772.8232421875,15853.3095703125,0
35,4,0,1,1,1,15756.419921875,20200.2109375,9317.06640625
55,12,0,0,1,0,11510.6904296875,12437.3701171875,7542.31591796875
33,12,0,0,1,0,3191.64599609375,10163.66015625,1102.384033203125
46,9,1,0,1,1,9964.8310546875,9508.4033203125,15275.259765625
28,12,1,0,1,0,19964.9296875,12587.759765625,15952.0595703125
26,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
19,10,0,0,0,1,2080.740966796875,8774.37109375,25564.669921875
55,6,1,0,1,1,12349.259765625,10833.240234375,15488.0498046875
51,9,1,0,1,1,18326.98046875,17407.310546875,17225.859375
38,12,0,0,1,0,23658.150390625,21886.689453125,19681.83984375
22,16,0,0,0,0,2586.23193359375,0,0
36,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
54,8,0,0,1,1,7198.34619140625,0,6436.97705078125
47,8,0,0,1,1,10715.23046875,9535.2578125,7892.5380859375
20,13,0,0,0,0,2948.697021484375,2553,15545.6796875
23,11,0,0,1,1,14104.759765625,0,13264.0703125
18,8,0,0,0,1,2699.8701171875,7268.7099609375,4286.884765625
24,12,0,0,0,0,13632.580078125,8586.38671875,11014.9697265625
37,9,0,0,1,1,25862.3203125,21872.369140625,18480.44921875
42,10,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
19,12,0,0,0,0,5499.662109375,7809.38720703125,16503.25
30,12,0,0,1,0,16109.08984375,13128.4404296875,13063.099609375
26,13,0,0,0,0,10015.76953125,1818.968017578125,13447.3095703125
41,12,0,1,1,0,16489.189453125,14449.6904296875,16803.23046875
25,14,0,1,1,0,1622.27294921875,2239.694091796875,1892.968017578125
29,12,0,0,1,0,19312.490234375,19691.759765625,25564.669921875
17,11,0,0,0,1,0,418.93548583984375,6185.76318359375
48,11,0,0,0,1,25862.3203125,25243.55078125,0
